Epoch,D Loss,G Loss
1,1.3931095401446025,0.009217163148180892
2,1.3858694235483806,0.00764855151452745
3,1.3663515090942382,0.008245734272835155
4,1.2217551271120708,0.006654011989788463
5,0.9873610575993855,0.006693721124126265
6,0.7897521416346233,0.006480908036852876
7,0.8005520204703013,0.0066221332953621944
8,0.7460830221573512,0.006494844229503845
9,0.7163189222415288,0.0065395114109075315
10,0.6884502152601878,0.006454264547210186
11,0.7045647690693537,0.006316147993008296
12,0.7388869663079579,0.006274763533535103
13,0.7750957806905111,0.006321610692733278
14,0.7159625718990962,0.006546936358790845
15,0.7338096092144648,0.00624602948082611
16,0.7436678290367127,0.006398209859617055
17,0.707803945740064,0.006524111625428001
18,0.7207485338052114,0.006344335797863702
19,0.7372165183226268,0.0062173403101041915
20,0.7239283651113511,0.006415402691345662
21,0.7343716045220693,0.006212356748680274
22,0.7048632194598515,0.006530226778704673
23,0.6870694090922673,0.006363285546346257
24,0.6807218809922536,0.0062185264774598185
25,0.7033518383900325,0.006400439604961624
26,0.7406200389067332,0.006312698812689632
27,0.7425469577312469,0.006383196512858073
28,0.7033166656891505,0.006569657214762022
29,0.7063439319531123,0.006300400042285522
30,0.7166208396355311,0.006494565956139316
31,0.7320251544316609,0.006413909331119309
32,0.7254571825265884,0.00637831580437099
33,0.671072060863177,0.006463509429401408
34,0.704470091064771,0.006571554027808209
35,0.7704153915246328,0.0064123851285936935
36,0.7108443319797516,0.006408185139298439
37,0.7065043191115061,0.006474386167246849
38,0.6937831282615662,0.006438819175430884
39,0.6943351775407791,0.0063637029534826675
40,0.681727189819018,0.006492541028031458
41,0.6919940054416657,0.006388445276146134
42,0.741911726196607,0.006342896916127453
43,0.7264184971650441,0.006527847474596153
44,0.6965457051992416,0.006463287382697066
45,0.7132690628369649,0.006411988264881074
46,0.7220547934373219,0.006216230573287854
47,0.7024395118157069,0.006473453113964449
48,0.7140673230091731,0.0063167071784846485
49,0.7059270789225897,0.0063314139881792166
50,0.7390878021717071,0.0065467164230843386
51,0.7088118334611256,0.006360616546589881
52,0.7219452410936356,0.006340114787841837
53,0.6878704826037089,0.006506991002243012
54,0.7166535049676895,0.006459092806714277
55,0.7685656984647115,0.006321708516528209
56,0.7185634036858877,0.00657970723696053
57,0.6919284532467525,0.006416687501283983
58,0.7042941113313039,0.006370083591900766
59,0.7073253373305003,0.006538297530884544
60,0.7254199494918188,0.006341840617824346
61,0.7052026530106862,0.0066151397729602955
62,0.7288512657086055,0.006625052401795983
63,0.7238920390605926,0.0064993461671595774
64,0.7527685582637786,0.006226210420330365
65,0.7153599550326665,0.006467775426184138
66,0.7123002976179122,0.006327875397012879
67,0.7512623955806096,0.006300492693359653
68,0.6739243745803833,0.006707820692099631
69,0.6966039339701334,0.006516745372209698
70,0.7297018061081568,0.006474495038855821
71,0.7317083984613418,0.00644624112561966
72,0.6893086483081182,0.00659169314118723
73,0.710214497645696,0.00640873044806843
74,0.6698139538367589,0.006527976672320316
75,0.6847724745670954,0.006452884470733503
76,0.7330192446708679,0.006343837672223647
77,0.7072784930467606,0.006490202900022268
78,0.7488392770290375,0.006393524061422795
79,0.7373459895451864,0.006446539397196223
80,0.7123268574476243,0.0064403468277305365
81,0.6715122520923614,0.006627950281836092
82,0.7213966697454453,0.006496180888886253
83,0.71376274228096,0.006458388032236447
84,0.7119852711757024,0.0064805034664459525
85,0.729795828461647,0.006421053308683137
86,0.7137076208988825,0.0065189918231529495
87,0.705930307507515,0.006537772932400306
88,0.694141670068105,0.006489253893960267
89,0.7173214127620061,0.0063816818757914005
90,0.7074191778898239,0.006520353769883513
91,0.7081019461154938,0.0063707879201198615
92,0.7573351810375849,0.006453058581488828
93,0.7529553999503453,0.006431107075574497
94,0.7036957701047262,0.006564637382204334
95,0.71462681889534,0.0063273565494455395
96,0.7117158790429433,0.0062485554915231965
97,0.7277031779289246,0.006676187575794757
98,0.7537217319011689,0.006249289020585517
99,0.7067851722240448,0.006395442023252447
100,0.731798169016838,0.00632112060363094
101,0.7519242882728576,0.006589210211920242
102,0.7058142522970835,0.006455457086364428
103,0.6998676419258117,0.006326669966802001
104,0.7186679989099503,0.0066505603725090625
105,0.7418200363715489,0.006346796355986347
106,0.7139199048280715,0.006406807953802248
107,0.7148225287596385,0.006482743727974594
108,0.7229156802097957,0.006339154582625876
109,0.7455360174179078,0.006430849506674955
110,0.7072746614615123,0.006581919919699431
111,0.7294237832228343,0.006369079505869498
112,0.7088701764742533,0.006606634877001246
113,0.6807710587978363,0.006375541988139351
114,0.7337791681289673,0.006402633568116775
115,0.7318305383125941,0.00643482079807048
116,0.723724161585172,0.006270695842492084
117,0.7054439812898636,0.00631285192988192
118,0.7196967711051305,0.006528455154815068
119,0.749958211183548,0.006325988273601979
120,0.6977249284585317,0.006358175348335256
121,0.7285489310820897,0.006268350593745709
122,0.7135371555884679,0.006475879380013793
123,0.718519389629364,0.0063577946391887965
124,0.67794102927049,0.006541691390642275
125,0.7277337749799092,0.006323560020731141
126,0.7444704095522563,0.0063531039476705095
127,0.7069496273994446,0.006358953584761669
128,0.7105764855941137,0.006457212237485995
129,0.7266143947839737,0.006581916128440449
130,0.7105896830558777,0.00650103798446556
131,0.7089734971523285,0.0065029435829880335
132,0.7289988299210867,0.006346445672291642
133,0.7029900173346202,0.006818614430570354
134,0.7081412523984909,0.0064058321023670334
135,0.7293968190749486,0.00639247961807996
136,0.6994225164254506,0.006498056409570078
137,0.7155961672465007,0.006474919648220142
138,0.6985860635836919,0.006603129080031067
139,0.6903359373410543,0.0064273815252818165
140,0.7397562682628631,0.0065022301860153675
141,0.7033825814723969,0.006509666983038187
142,0.7262572367986043,0.00642697155320396
143,0.7114669412374497,0.006455240518941234
144,0.7160136342048645,0.006515938889545699
145,0.7474280039469401,0.0065217008853020765
146,0.7130942324797312,0.006446679033494244
147,0.7439697682857513,0.006589431758038699
148,0.7667096157868704,0.006375618104357272
149,0.7183863172928492,0.00641990735894069
150,0.7156256208817164,0.006367448212889333
151,0.7134358445803325,0.006383279000874609
152,0.7016994744539261,0.006535350374178961
153,0.7261216133832932,0.006225538024834046
154,0.7232191572586696,0.006484422157518566
155,0.6914441585540771,0.006457380205392838
156,0.7284584770600001,0.006429053299749891
157,0.7025275498628616,0.006499134539626539
158,0.7103875507911046,0.00644640764221549
159,0.7009388248125712,0.006270176513741414
160,0.7527718881766001,0.006211301987059414
161,0.6800540705521901,0.006530534227689107
162,0.7321242282787959,0.006266747752670198
163,0.7210291614135106,0.006551697683365395
164,0.7062544812758763,0.006456871055221806
165,0.7342652668555577,0.006543195197203507
166,0.7308488557736079,0.0063190378791963065
167,0.7324315329392751,0.006307694257702679
168,0.730504161119461,0.006467038577344889
169,0.7123804708321889,0.0064568655642991265
170,0.7069499343633652,0.006393261564274629
171,0.7089909325043361,0.006531723499453316
172,0.6880253056685129,0.006648487252338479
173,0.698780017097791,0.006339163992864391
174,0.6970126976569494,0.006426567099212358
175,0.7094834397236506,0.006455841268567989
176,0.7014056990544001,0.006453252544937034
177,0.730728100736936,0.006509499659296125
178,0.7491814474264781,0.006317387090530246
179,0.740422327319781,0.006385236679731557
180,0.6794463753700256,0.006420593553533156
181,0.7348291734854381,0.006502871615036081
182,0.6886463016271591,0.006631894681292275
183,0.7252053827047348,0.0064701369730755685
184,0.7004628707965215,0.006499658625883361
185,0.7042933324972789,0.006413405307102949
186,0.7097533573706944,0.006430820880147318
187,0.7396202236413956,0.006747433356940747
188,0.7055897484223048,0.006581714582474281
189,0.7351630409558614,0.006383662942486505
190,0.7495714396238327,0.006563852552790195
191,0.7479186952114105,0.006401240720879287
192,0.6879314760367076,0.006603140446046988
193,0.6950269550085068,0.006601537422587474
194,0.7026213943958283,0.00652191360713914
195,0.7290339787801107,0.006426351622212678
196,0.7125660528739294,0.006574524481159945
197,0.6970634996891022,0.006432851248731216
198,0.7438005745410919,0.006347256957087666
199,0.7401950359344482,0.0062143583393966155
200,0.6830273340145747,0.006550831479641298
201,0.7311467915773392,0.006413523379402856
202,0.7127013653516769,0.006396192184183747
203,0.7519307156403859,0.006425098977827778
204,0.7268257955710093,0.006540046387817711
205,0.7031618118286133,0.0064828763056236005
206,0.7077600628137588,0.0065324777426819
207,0.7162546833356221,0.006417358363978565
208,0.7468235810597738,0.006538212113082409
209,0.6941663404305776,0.006393773632589727
210,0.7274452040592829,0.006423328735399992
211,0.7138052344322204,0.00655692849541083
212,0.7132832258939743,0.00638158800235639
213,0.7271285980939866,0.006495505365698288
214,0.7094974199930827,0.006201883013515422
215,0.7184264749288559,0.006512631305182973
216,0.7122751722733179,0.006670312987019618
217,0.69083038965861,0.006575492571573705
218,0.7148812264204025,0.00619925616386657
219,0.6831508795420329,0.006413604163875182
220,0.7088286638259887,0.006436478897618751
221,0.6983865271011989,0.006496114823191116
222,0.6903523524602254,0.006526181769246856
223,0.7120024601618449,0.006407148398769398
224,0.7688081751267115,0.0063288293313235044
225,0.7403643925984701,0.006395149327969799
226,0.7117612729469935,0.006353645406973859
227,0.7491371482610703,0.0064172610989771785
228,0.7122858583927154,0.006523722627510627
229,0.7580445537964503,0.006344424265747269
230,0.6785716871420543,0.0064400702404479185
231,0.7170769006013871,0.006448480700297902
232,0.6958067735036214,0.00639104755440106
