Epoch,MSE Loss
1,0.029121151473373175
2,0.010735437809489667
3,0.00906355690676719
4,0.008601578697562218
5,0.011152076457316676
6,0.004976758811001976
7,0.003407587332185358
8,0.0066411048639565705
9,0.004176670867794504
10,0.004384713837256035
11,0.0031197458622045813
12,0.0031078274090153477
13,0.002937258310460796
14,0.0029797125103262563
15,0.003228173969546333
16,0.0028361559690286715
17,0.002369434778423359
18,0.002565049973782152
19,0.002702844321417312
20,0.00310850046419849
21,0.0027463207603432237
22,0.002701582934241742
23,0.0024717531360996265
24,0.0031798588189606864
25,0.003360170164766411
26,0.002714440913405269
27,0.002381038068172832
28,0.002773672912735492
29,0.003897408275709798
30,0.002662134007550776
31,0.0022493306916051854
32,0.0023877595842350273
33,0.002978643732300649
34,0.002509313398816933
35,0.0018534914571015785
36,0.0018871261912863702
37,0.0020649313189399737
38,0.0016752734819116691
39,0.0015369707699089
40,0.0013637174541751543
41,0.0012841193315883477
42,0.0010938406786105285
43,0.0010882748698350041
44,0.0009517419326584786
45,0.0010246985504636541
46,0.0013804752903524785
47,0.0016134386668757847
48,0.001546626485651359
49,0.0011881352344062178
50,0.0012542879189519833
51,0.0012807302235160023
52,0.0009339902220138659
53,0.0009340530164384593
54,0.0008883528285271798
55,0.0008017902776676541
56,0.0007595367438625545
57,0.0010398261714726687
58,0.000886113722420608
59,0.0007468495265735934
60,0.00070436730942068
61,0.0007300351649367561
62,0.0007876145410894727
63,0.0008731275835695366
64,0.0009928924380801618
65,0.0009269546804716811
66,0.001312943392743667
67,0.0019280637827857087
68,0.0012053592887241392
69,0.0017410316582148273
70,0.0011666382779367268
71,0.0005904941130817558
72,0.0009090403735172003
73,0.0007278710545506328
74,0.00042768253527659304
75,0.00048637654739043984
76,0.00044566931270916633
77,0.0003352724238842105
78,0.0003398079890757799
79,0.0003676652088567304
80,0.00035874608389955637
81,0.00035830599178249636
82,0.00037515963243398194
83,0.00038344335819905003
84,0.00038929792111351466
85,0.0003594141504436266
86,0.0003301084793444412
87,0.0005160480267174232
88,0.00046918321022531017
89,0.00042349234669624515
90,0.0005087263833653803
91,0.000488567934371531
92,0.0006224123377857419
93,0.0009692536647586772
94,0.0005351003492251039
95,0.0009735630456513415
96,0.0009110556168404097
97,0.0018383283187480024
98,0.001293981917357693
99,0.0009061267138652814
100,0.0006856218838947825
101,0.0005877853584631036
102,0.0005247177803539671
103,0.0005753310625247347
104,0.00044072684589385367
105,0.0005052766049630008
106,0.0003997082822024822
107,0.0003357132969540544
108,0.000369027477184621
109,0.0003394048743454429
110,0.000459886777146797
111,0.0005091202576295473
112,0.0006106775918548617
113,0.0005733954720199108
114,0.0008119304198771715
115,0.0019915963309661794
116,0.004905289873325576
117,0.006915686333862444
118,0.005515422629347692
119,0.0029425207991153
120,0.002736127310587714
121,0.001290906265300388
122,0.0009549322538077831
123,0.0008745220625617852
124,0.0011139184779797992
125,0.0012695801997324452
126,0.0009727300435770303
127,0.0006842233085383972
128,0.000763258174508034
129,0.0008361288414259131
130,0.001000070904653209
131,0.0011274775567774971
132,0.0015616286284057424
133,0.0013431062805466353
134,0.0007405052005196921
135,0.0005121403650264255
136,0.0005862265260172232
137,0.0006076377884407217
138,0.0004879889262762542
139,0.00044517767819343137
140,0.0005504332218454996
141,0.0005276873407031719
142,0.0005277939140796662
143,0.0004653194589385142
144,0.0007456276396017832
145,0.0006364941048862723
146,0.0005601070525396305
147,0.0006311316159553826
148,0.0005752011672787679
149,0.0004718269648340841
150,0.0008065677490473414
151,0.0005517100493307225
152,0.000623329175626471
153,0.0007231011816960139
154,0.000710064264421817
155,0.0003460520781421413
156,0.0006370323278436748
157,0.0005608289939118549
158,0.0003515568355699846
159,0.000542920844842835
160,0.0003594894573325291
161,0.0003247505165442514
162,0.00029505182610591876
163,0.0002752481729354865
164,0.00024472151296019243
165,0.00029803061394583587
166,0.00033454819325318873
167,0.0004425448256370146
168,0.00033676484733102065
169,0.0004562285930054107
170,0.00045975407410878686
171,0.0008613432000856847
172,0.0005171043919593406
173,0.0010991186291600267
174,0.0007457769776616866
175,0.0005866855533289102
176,0.0004183394679178794
177,0.0006393037086430317
178,0.0005808470528184746
179,0.00040812936786096545
180,0.0008716765228503694
181,0.00125449475114389
182,0.0007186445257199618
183,0.0006397497267850365
184,0.0010613749269396066
185,0.0019033373498435443
186,0.001319174314267002
187,0.0014268063678173348
188,0.0006523481749657852
189,0.0012659089639782905
190,0.0006416313374453845
191,0.0006878395164676476
192,0.0004790794092211096
193,0.0005093226893222891
194,0.0005286819983060316
195,0.0007618617038436544
196,0.0009640720687457361
197,0.0004865667595974325
198,0.00037805646910176924
199,0.00036971322382062987
200,0.00037376279603146636
201,0.0003965881443339943
202,0.0003182135881312812
203,0.0003725195078004617
204,0.0002608330566242027
205,0.0002717569734765372
206,0.00039511459278097997
207,0.00030217464785285605
208,0.0005336989663192071
209,0.00035736699234500214
210,0.0002534691188581443
211,0.00031836007692618293
212,0.0002820667468768079
213,0.00023157352067452544
214,0.000253474767911636
215,0.00026425500412490996
216,0.000364772346316992
217,0.00021437365746047968
218,0.00021419439848007943
219,0.00021545755735132843
220,0.00016713612543147369
221,0.00017060423985337063
222,0.00021370703276867668
223,0.00024521483658948757
224,0.00034282074411748906
225,0.00033306274708593263
226,0.00022186362257343718
227,0.0001842144916736288
228,0.00017371862159052399
229,0.00020667040092424335
230,0.00022745441650234472
231,0.00021706310678079415
232,0.00019978034203328813
233,0.00016463159966709402
234,0.00016547512289738126
235,0.00016730882744013796
236,0.00018417440757427053
237,0.00019960599844732013
238,0.00018053850350649252
239,0.0001636246859561652
240,0.00017533628694460884
241,0.00017095660805352964
242,0.0002373329215818861
243,0.0002686523580147574
244,0.0003930826424038969
245,0.0002902037282183301
246,0.0002518137817484482
247,0.0002991196384148983
248,0.00034529769982327707
249,0.0003445776111523931
250,0.0002843176927854074
251,0.0003285540663152157
252,0.00039498880602574596
253,0.0004555152498748309
254,0.0006045171867299359
255,0.0004197750327875838
256,0.00031374604950542564
257,0.00027598889379684504
258,0.0002595055678587717
259,0.0002210413242816382
260,0.00018722479823433483
261,0.00027409002868807877
262,0.00024764069239608945
263,0.00017595169386671236
264,0.00015075858621761047
265,0.0001120030770835001
266,0.00011652026987576391
267,0.00012804640258157936
268,0.00012987822725942048
269,0.0001375413568894146
270,0.00014996254243063352
271,0.00023308876504112656
272,0.00024153293488780037
273,0.00018321658038379003
274,0.0003110957118527343
275,0.0006719884688209277
276,0.0010661428731206493
277,0.0015496695341425948
278,0.0011755255836760625
279,0.0006987107393797487
280,0.0012379183045898876
281,0.001031123407301493
282,0.0008248591591836884
283,0.0006386691587977111
284,0.0006775353166934413
285,0.0005464495785417967
286,0.000596994753383721
287,0.0005204667945993909
288,0.00033672663218264155
289,0.0004187185896929198
290,0.00038920295046409594
291,0.00040909604091818135
292,0.00042345340480096636
293,0.000602956791165828
294,0.0005488833380998888
295,0.0008723090761729206
296,0.0008926718262955546
297,0.0004495130890669922
298,0.0005081047502850804
299,0.00024495092366123573
300,0.00024956417679883693
301,0.0002062104453216307
302,0.00018810497252464605
303,0.00017454541690919238
304,0.0001625355990351333
305,0.00018499638172215783
306,0.00012901504330026608
307,0.00013045735540799795
308,0.0001217181186802918
309,0.00014886009097002292
310,0.0001217432705743704
311,0.00012107508203674418
312,0.00014073474315713004
313,0.00016895318888903905
314,0.00017986497308205193
315,0.00015422466397770526
316,0.000134824564641652
317,0.00013505664816572486
318,0.00016227064976798527
319,0.00015702009914093652
320,0.00014749339134141338
321,0.00012072068129782565
322,0.00010553172117700645
323,0.00013794175574730617
324,0.00015960817836457863
325,0.00014591049924395823
326,0.0001888000971424238
327,0.00014764327061129735
328,0.00013097760408224227
329,0.00013823537034719872
330,0.00013389068505299898
331,0.00013026768125807092
332,0.00013765970361419023
333,0.0001285544198860104
334,0.00013844576072491083
335,0.00013361854313795145
336,0.00018854993953330753
337,0.00018778621015371754
338,0.00017188243145938031
339,0.00015209546278735313
340,0.00018985038271542484
341,0.00026491674446636656
342,0.00021059249823641342
343,0.00014385275256548387
344,0.00012508735065542472
345,0.0001714169350937785
346,0.00019178944530722218
347,0.0003485658589246062
348,0.00037728673463182836
349,0.0002947851137529748
350,0.00019556298830138985
351,0.00016501255086041056
352,0.00027914443835470594
353,0.000254422633103483
354,0.0002570432302794264
355,0.0002452175171735386
356,0.00015530651677787924
357,0.00015124834765932368
358,0.00018100892436147357
359,0.0004732228381423435
360,0.0004261109226111633
361,0.00030151481478242205
362,0.0002962243988198073
363,0.0003616945214162115
364,0.0003939050419527727
365,0.000303080348627797
366,0.000250616374493499
367,0.000257605682418216
368,0.00020014456604258157
369,0.00019652196012126904
370,0.0003061939086668038
371,0.00028311266141827217
372,0.0001976780645539596
373,0.00019777064323231268
374,0.00026987745804945006
375,0.0005239252498237571
376,0.0002843580875681558
377,0.0001767467550962465
378,0.00013303276573424229
379,0.00017291832955379505
380,0.00015317319581906001
381,0.00026694395831630875
382,0.00045484418187697885
383,0.00018630148600398873
384,0.00013481203059200196
385,0.00023488695278501838
386,0.00014191061697298816
387,0.00019093098647620838
388,0.0002489422275781787
389,0.0003421029330638703
390,0.00028224158304510636
391,0.0002079033147310838
392,0.00020870202157918054
393,0.0003242459461034741
394,0.0002262209457209489
395,0.00019642435375620456
396,0.00020144063491898124
397,0.00015904607049985013
398,0.00018913294576729337
399,0.00025438232102411955
400,0.00027905934718243467
401,0.0001985150076507125
402,0.0002719648809337135
403,0.00020397900395134153
404,0.0001656240883069889
405,0.0002628187451288492
406,0.00017782502157691246
407,0.00018887698558197978
408,0.00015427626240125392
409,0.00023186203761724756
410,0.0003121623247958875
411,0.00020235088268236723
412,0.00016251167762675322
413,0.0001702128228013559
414,0.0001816796294103066
415,0.00012814010866956475
416,0.00012201655057045477
417,0.00015507258916234908
418,0.00016199342947705495
419,0.00023672374360709605
420,0.000166928164253477
421,0.00016191549669504943
422,0.0001890674214034031
423,0.00021693522006292673
424,0.00025087480898946526
425,0.00030918063639546746
426,0.0003012848615374727
427,0.0003556204765724639
428,0.00020521716251096223
429,0.00025166023842757566
430,0.00017763122104952345
431,0.00036810169246261163
432,0.00019219704699935392
433,0.0003900693482137285
434,0.0002558124564529862
435,0.00044424713632906787
436,0.0009037384967086837
437,0.00037552650173893197
438,0.0003071105709144225
439,0.0003404586275185769
440,0.0002900270929482455
441,0.000329468863249834
442,0.00047827343902705856
443,0.0003535537395994955
444,0.0004345757988630794
445,0.00023834157497428047
446,0.00018106685929524246
447,0.00021601585879883108
448,0.00016585074627073482
449,0.00015180819379262783
450,0.00011518855862959753
451,0.00012064608902922676
452,0.00010574185234872857
453,0.00011725531840056647
454,0.00011641573643525286
455,0.00014358742258385366
456,0.0001927516698439528
457,0.00015332394820385768
458,0.0001237286014657002
459,0.00011628101528913249
460,0.00011903165092614169
461,0.00011754351962736109
462,0.0001222916274855379
463,0.000125983547695796
464,0.0001826093127116716
465,0.00012563702766783537
466,9.313496375398244e-05
467,0.00012441034923540428
468,0.0001001077808420329
469,9.961237519746646e-05
470,9.382346815982601e-05
471,0.00010712471030274173
472,0.00010167336671050483
473,0.00012531676820799477
474,0.00017046410151427455
475,0.00014342011672852095
476,0.00011110927783496057
477,0.00010302568619711868
478,0.00011507651755285528
479,0.00015149574877189784
480,0.00012842941481115607
481,0.00012967220585172374
482,0.00015803188168016883
483,0.00019329401717792886
484,0.0001253310484268392
485,0.00012452482757604837
486,0.0001392949349489451
487,0.0001045928664098028
488,0.0001274204600728505
489,0.00014389396292244783
490,8.426684034930076e-05
491,0.00010639677196498573
492,0.00014831137110983642
493,0.0001545032663367844
494,0.0002327157559193438
495,0.00020807293161245372
496,0.0005633260821923614
497,0.0007968550984514877
498,0.0004204136474678914
499,0.0006974669120002849
500,0.0005395396685344167
501,0.00029612074552763564
502,0.00020898006951028947
503,0.00019657204902614466
504,0.00033338593784719704
505,0.0003885946648855073
506,0.00030388203182762176
507,0.00024241729285373975
508,0.0002414582852604023
509,0.0002176451846025884
510,0.00020894707752934968
511,0.00013438738496915903
512,0.00019862555964209606
513,0.00026338207486939307
514,0.00011657648380302514
515,0.00010233376391018585
516,0.00016729578395218898
517,0.00015148198520667695
518,0.00010215194518726397
519,0.00010692899201482456
520,0.00010513390710305733
521,0.00014265823034899464
522,0.00013507427744722614
523,0.00010283529718435602
524,0.00010539669116648535
525,0.00012993290923380603
526,0.00012325167444942052
527,8.06786911804617e-05
528,8.501063900136311e-05
529,0.00012060733655137786
530,0.00012022114606224932
531,0.00016488189321535175
532,0.00015607535873035278
533,0.000146438611591293
534,9.433205656629676e-05
535,9.457973834893588e-05
536,0.0001912702426731509
537,0.0001666019948364313
538,0.00014828364728600719
539,0.0002785258902198014
540,0.00026549376707407646
541,0.00022195877997243467
542,0.00022901345837453846
543,0.0005018121867275719
544,0.0004142867682579284
545,0.0004527318051259499
546,0.0002822477683366742
547,0.00022529808969314521
548,0.0001598436192580266
549,0.00015532838115177582
550,0.00014375030411126015
551,0.00013948324170390454
552,0.00011848601316160057
553,0.00011939453494657452
554,0.00010159327212022617
555,9.52436192164896e-05
556,0.00011288309154527572
557,0.00011762097383325454
558,0.00011122658294577074
559,8.64878110102533e-05
560,0.00011247465457320989
561,0.000168982093843321
562,0.00019368286375538447
563,0.00016813871491952643
564,0.00012515582153961683
565,9.39143554205657e-05
566,8.850373512056345e-05
567,9.606041700559824e-05
568,0.00013054336923232768
569,0.00016505050746976242
570,0.00012474229539899778
571,0.0001105391117259084
572,0.00013646942455428264
573,0.00010506825098370125
574,0.00010981780475655493
575,0.00015503836657444482
576,0.00019347903471498285
577,0.0001142875264728597
578,9.114100588097548e-05
579,7.691708815400488e-05
580,0.0001005711632387829
581,0.00016238032858382213
582,0.00011487195418643144
583,0.00015212448051897808
584,0.00015990341368402974
585,0.0001155465590879127
586,0.0001300655416950273
587,0.00010687685474598159
588,0.00014911542712070514
589,0.00013040670995299782
590,0.0001041049460885309
591,0.00015694623834860977
592,0.000158098580504884
593,0.00014335318713468344
594,0.00014155841284567335
595,0.00010143404876240917
596,8.830414978244032e-05
597,0.0001012196323548172
598,0.0001357795764003337
599,0.00014004479514066284
600,0.00010113876942341449
601,0.000138446162842835
602,0.00012360686208315503
603,0.00018965284410417857
604,0.00022739459260871323
605,0.00012322892816882814
606,0.00012577252540116508
607,0.0001890395519391556
608,0.0001727369315631222
609,0.00014380185845463226
610,0.0001194506306395245
611,0.0001468246659593812
612,0.00013462201532092876
613,0.00010554473634935372
614,9.832433606788981e-05
615,0.00016033588593321232
616,0.00020647658566304018
617,0.0002612652021828884
618,0.0001611111668656425
619,8.673264625637481e-05
620,7.368455850761771e-05
621,7.601737446141973e-05
622,8.436449491758443e-05
623,7.934908183718411e-05
624,9.843496742784434e-05
625,0.0001075063771471226
626,0.00015117795361826818
627,0.00013988246513084354
628,0.0001629252903512679
629,0.00010106250592798461
630,9.239080633657673e-05
631,9.24362752508993e-05
632,7.568231030745665e-05
633,7.724114790714035e-05
634,9.228068483935203e-05
635,9.838951397493172e-05
636,8.521935645452079e-05
637,7.965809581946814e-05
638,9.727802516863448e-05
639,0.00013845594106290566
640,0.00048586176562821494
641,0.003118359349173261
642,0.010293396387714893
643,0.008892794093117117
644,0.005317746533546597
645,0.0025012462787951033
646,0.0018856363274001827
647,0.00217709547917669
648,0.001992989054027324
649,0.001642599987098947
650,0.001784615336994951
651,0.0016222934646066278
652,0.001691858518946295
653,0.0015304044257694234
654,0.0015259850828442723
655,0.0013014489357980588
656,0.0012906612498530497
657,0.0011332442411609615
658,0.0005387739511206746
659,0.0005063809347727026
660,0.0004994729672034737
661,0.00031193641528564817
662,0.00022946196598544095
663,0.0002616721018663763
664,0.00020298122496266539
665,0.00022214711498236284
666,0.00022294902604092688
667,0.0001906576928983365
668,0.00019452616300744314
669,0.00014896545617375522
670,0.00014998124631044146
671,0.00012104251194008005
672,0.00013842890742428912
673,0.00014268863960751333
674,0.00013494139317723846
675,0.00010344848269596695
676,0.0001057266621501185
